Questions,Answer,Advtype,Category,Composing Seen Clues,Irrelevant / Novel Clues,Multi-Step Reasoning,Location Misdirection,Temporal Misdirection,Logic & Calculation,Crosslingual,Negation,Domain Expertise,Commonsense / General Knowledge
What city in England is home to the studios where the British game show that resembles quiz bowl is filmed and where the test of whether an AI is intelligent was proposed?,Manchester,Composing Seen Clues,Geography,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
At what thermometer reading would Canadians and Americans have no disagreement about where it's colder?,-40,Logic & Calculation,Miscellaneous,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The prime gap is the difference between successive prime numbers. What primes are in the set of prime gaps?,2,Logic & Calculation,Miscellaneous,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
What team lost the world cup finals in their home stadium but went on to defeat another country in their home stadium and win their first world cup eight years later?,"Brazil (defeated by Uraguay in 1950, beat Sweden in 1958)",Location Misalignment,Sport,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Conrade Meit, Hans Baldung Grien, Sebald Beham, Donatello, and Artemesia Gentileschi all depicted a woman holding what?",Head of Holofernes,Composing Seen Clues,Miscellaneous,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
In what novel published a quarter century after the title does the son of a telephone fee collector whose earliest memory is his mother having an affair write a novel dictated by a dyslexic teenager that exposes the magical foundation of a cult whose paralysis-prone leader is killed by an assassin whose name means green peas?,1Q84 - Hachi-Yon,Domain Expert Knowledge,Literature,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Mike Bribiglia appears as a mourner at a funeral in the music video for what song that muses that the central character is ""laughing up at us from hell""; the song also contrasts the central character with a ""monster on the hill"" in contrast to everyone else being a ""sexy baby"", a possible 30 Rock reference.",Anti-Hero,Novel Clues,TV and Film,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What country has one more FIFA World Cup title than Germany and Italy and four more than England and Spain?,Brazil,Composing Seen Clues,Sport,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
What color did Real Madrid wear during the 2017 Champions League final?,Purple,Commonsense Knowledge,Miscellaneous,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What film shares a setting with a musical based on the perspective of two witches named after cardinal directions?,The Wizard of Oz,Composing Seen Clues,TV and Film,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"In which U.S state, in February of 2023, did Ryan Crouser throw further than the world record by a centimeter, but it was not counted because the indoor shot-put ring was too large, and the landing area was too downhill from the ring?",Idaho,Temporal Misalignment,Sport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"Who threw the football during the ""Mile High Miracle""?",Joe Flacco,Commonsense Knowledge,Sport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What country is home to one of the oldest cities in the world whose Arabic name is based on the trilateral root JBL and borders a sea known as ‚ÄúThe Middle‚Äù in Arabic?,Lebanon,Composing Seen Clues,Geography,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who was able to turn men into stone sculptures by just taking a glance at them?,Medusa,Commonsense Knowledge,Art,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Which of the first Adidas Yeezy Boost 350 designs had an out of this world themed name?,Moonrock,Multi-Step Reasoning,Lifestyle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
What 1987 hit song contains a line that rhymes with ketchup?,Never Gonna Give You Up,Multi-Step Reasoning,Music,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"What is a fourth of the 5th Bell number, often seen as an unlucky number?",13/Thirteen,Logic & Calculation,Miscellaneous,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"In how many states do either of the two longest main-stem rivers in the United States, one of which served as one of the main routes of westward expansion and one as a dividing line between different regions, pass through?",15,Multi-Step Reasoning,Geography,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
What would be the Bic Macs burger to bun ratio if we doubled meat?,4:03,Logic & Calculation,Miscellaneous,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
What novelist was one of the original authors of a famous sword and sorcery hero before writing his own book series based on the philosophical idea of eternal recurrence?,Robert Jordan,Composing Seen Clues,Literature,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
What fruit commonly used in sandwiches and salads is red?,Tomato,Multi-Step Reasoning,Lifestyle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"What substance can cause burns in its gaseous form, lead to vomiting and sweating in high doses, and is the main component by weight in acid rain?",Water,Domain Expert Knowledge,Science,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This brand's logo shares a name that a video game character that wears a red hat and blue overalls used to have. What is this brand?,Air Jordan,Composing Seen Clues,Lifestyle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What famous art piece that is currently in France is referred to as La Giaconda?,Mona Lisa,Multi-Step Reasoning,Art,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
What is the name of the cricket team that is owned by the founder of Poomaalai and is considered to have one of the best bowling sides?,Sunrisers Hyderabad,Composing Seen Clues,Sport,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What book does Liesel read in a novel from 2005 that has a title which is similar to the Sandman's job?,The Dream Carrier,Multi-Step Reasoning,Literature,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"What is the name of a famous surrealist painting which originally was thought to be inspired by a scientific theory about space-time but was in fact inspired by a soft, surface-ripened, brie-like cheese melting in the sun?",The Persistence of Memory,Multi-Step Reasoning,Art,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"What is the name of the American actor who stood up for his wife with a ""slap that was heard around the world"" during a popular awards show?",Will Smith,Multi-Step Reasoning,Lifestyle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
In what year did the United States ban a liquid for its detrimental effects on the organ located in the upper right-hand portion of the abdominal cavity?,1919,Multi-Step Reasoning,History,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"What is the name of the language which only has 45,900 speakers, allows for word-initial double consonants, and is the official language of an island country with the world's second-largest regional shark sanctuary?",Chuukese,Composing Seen Clues,Miscellaneous,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Which movie features a feathery animal that travels back in time to save its own species from doomsday that has been celebrated every year?,Free Birds,Multi-Step Reasoning,TV and Film,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
What year is the closest palindromic year to 2001?,2002,Logic & Calculation,History,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"The easternmost state in the U.S. has more than triple its population in lakes and it is known to have good salmon, which state is it?",Alaska,Multi-Step Reasoning,Geography,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The basic document of the French Revolution was originally drafted by the Marquis de Lafayette. Which document was it?,The Declaration of the Rights of Man and the Citizen,Multi-Step Reasoning,History,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Which French historic monument, sold to Cardinal Mazarin, was the Louisiana purchase signed in?",Hôtel Tubeuf or Hôtel Duret-de-Chevry,Composing Seen Clues,History,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This actress had a role in a film where her grandmother shares a strong resemblance to Mrs. Robinson and also had a role in 'Friends.',Jennifer Aniston,Multi-Step Reasoning,TV and Film,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Name an author that is usually referred to as 'the liu God' by his Chinese fan and was used as memes from his quote 'God doesn't care' in his most famous novel.,Liu CiXin,Domain Expert Knowledge,Literature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Name the color of the sky in Aivazovsky's 'The Ninth Wave',Orange,Composing Seen Clues,Art,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Which electronic musician from the UK is known for his unorthodox stage name that references a character in sitcom television?,Ross from Friends,Composing Seen Clues,Music,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"What is the title of the 2003 best-selling book that delves into the lives of two young boys in Afghanistan, exploring themes of friendship, betrayal, and redemption against the backdrop of political turmoil?",The Kite Runner,Composing Seen Clues,Literature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"If I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers, what will you know that my name is when I lay my vengeance upon thee?",The Lord,Composing Seen Clues,TV and Film,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Name the Kentucky quarterback that against all predictions, was not drafted in the first round of the 2023 NFL draft.",Will Levis,Composing Seen Clues,Sport,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Which fashion creative director once worked closely with the designer Christian Dior before starting his own brand known widely by its acronym?,Yves Saint Laurent,Multi-Step Reasoning,Lifestyle,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is known as the black mamba in the nba tournament,Kobe Bryant,Commonsense Knowledge,Sport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Which river is China's mother river?,Yellow River,Commonsense Knowledge,Geography,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Which artist's 'red' album went into production after receiving backlash for a televised interaction with a country pop star during the VMAs?,Kanye West,Composing Seen Clues,Music,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
One of this video game's most recent events included a month-long social media takeover by musical artist Lil Nas X. This video game is developed and managed by a company whose parent company is one of the largest Chinese multinational companies. This game directly takes inspiration from one of the most popular Warcraft III MOBA mods.,League of Legends,Composing Seen Clues,Miscellaneous,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This person is a member of South Korea's largest boy band by size. He was a host for a popular program titled Show Champion, and is currently a member of his band's newest sub-unit which consists of three members.",Jaehyun,Composing Seen Clues,Music,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This genus spans from shrubs to small trees, varying between evergreen and deciduous. It is the national flower of a nation with a flag that does not abide by the regular shape of a rectangle.",Rhododendron,Composing Seen Clues,Science,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This city was the first capital of the American state that was admitted to the union 29 years after the first admitted state. The first man to break the 51 second barrier for the 100m butterfly was born in this city. This city also shares the same name as the largest city of the state that contains Crater Lake National Park. What is this city that has a name that contains a word that can be used to describe wine and resides in the easternmost United States state that borders Canada?,Portland Maine,Temporal Misalignment,Geography,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"This country's name consists of two words, and the second word's first syllable sounds like the Spanish word meaning ""low"" and its second syllable sounds like the Spanish word meaning ""more"". Historically, this country became known as a safe place for African slaves to reside in during the late 19th century. Tourism is an important part of its economy, perhaps due to its key location below Florida.",The Bahamas,Multi-Step Reasoning,History,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The second king of the Neo-Babylonian empire was the namesake of the ship in this movie. This movie’s content is often associated with the Allegory of the Cave. The main character in this movie also played Ted in Bill and Ted’s Excellent Adventure. The name of this movie is a main topic of linear algebra.,The Matrix,Composing Seen Clues,History,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"The title of this book shares a word with the title of a song of which the author, who acted in the 2002 film, 8 Mile, addressed to his daughter and niece. This book was one of two books that this author wrote, the other was published after, but was written before this book even though the events were set two decades later. This book was originally named after the iconic righteous legal practitioner in this book, but it was later retitled based on a quote from that same character.",To Kill a Mockingbird,Composing Seen Clues,Literature,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"In this sport, playing the game nine targets is banned in almost every U.S state. This sport's scoring system involves addition and multiplication. In this sport, one is called a strike, two is called a double, and three is a symbol of thanks. What is this sport?",Bowling,Composing Seen Clues,Sport,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
He's a criminal but he's not heartless because he seems to care a lot about whether Annie is okay. But he's not just any kind of criminal: he's very smooth. Who is this famous music artist?,Michael Jackson,Logic & Calculation,Miscellaneous,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This disney star had a show named after the state whose capital is Helena. This singer's most recent hit was a song about the brother of Chris Hemsworth. Liam Hemsworth, who is famously known for playing Josh Taylor, married which Disney star?",Miley Cyrus,Multi-Step Reasoning,Miscellaneous,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This country employs cats to protect artifacts at a museum that is free of charge the third Thursday of every month. This modern country had the engineer who created the famous game which involves rotating blocks. What country is most recognizable for an alcoholic drink created by Poland?,Russia,Composing Seen Clues,Geography,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This inhumane king was a key main character in a famous Classic Chinese novel. Deemed a king by his subordinates, this character enjoys consuming fruit, especially peaches. What is the name of the character who traveled with two monks, a horse, and a pig?",Sun Wukong,Composing Seen Clues,History,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This element is always found within other minerals, never on its own. This element is known to be toxic to nature's plants and animals. The density of this element is very close to the density of a precious metal commonly found in jewelry. The majority of this element is stored in the country whose national sport is ping-pong. What is the name of the element with the highest melting point?",Tungsten,Multi-Step Reasoning,Science,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"For more than a decade, this movie was never officially released in the US or Canada except for the purpose of film festivals due to its 'crude' nature. In this movie, the government, in order to control the unemployed youth, votes on a law, which states that every year, students from a randomly chosen class will be transferred to a secluded island where they will have to fight to the last person standing. Name the novel this movie was based on.",Battle Royale,Multi-Step Reasoning,TV and Film,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"There existed a diplomat from Vietnam. Although he was lauded for his scientific achievements, he was a strong believer in eastern philosophy - he was a pioneer in chemical carcinogenesis where it involved the fundamental ring systems and derivatives of 1,2-benzanthracene, the dibenzopyrenes, steranthrenes, anthanthrene, 1,2,3,4-dibenzanthracene, a variety of benzo and dibenzofluoranthenes. He was also a secular buddhist who became an elected president with thousands of workers stranded in France in the 1950s. He also travelled to the United States and also to Cambodia, to meet the pope of Cao Đài and his entourage in Cambodia. Who is this man?",Bửu Hội,Composing Seen Clues,History,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"This film has been entirely composed, directed and produced by a single person, for the most part. In this film, it stars a Filipino driver who is fascinated by space travel. Using elements of repetition and flashbacks, as well as covering controversial topics such as circumcision, this Filipino man finds solace in thinking that success is achievable in the United States. Upon reaching here, he realises that success is found “within”. What film is this?",perfumed nightmare,Location Misalignment,TV and Film,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"The actors in this movie and this movie received multiple oscar awards this year. They received awards for best picture, best director, best original score, best actress, best original screenplay and more. The lead female actor is originally from Malaysia. She also acted in another movie where she played the role of the mother for the lead male actor and acted together with Constance Wu and awkwafina. Who is this female actor?",Michelle Yeoh,Multi-Step Reasoning,TV and Film,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"This person was a Dutch golden age painter, born in 1606 at a city in the province of south holland. He is known for many of his artworks, where one of his artwork was attacked with a common kitchen tool that is used for bread in the year 1975, and in 1990 another person sprayed a liquid that is low the pH scale on this painting. Which is the painting that is being referred to here?",The Night Watch,Composing Seen Clues,Art,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"This singer is a Japanese artist who initially debuted in 2018 as an independent artist. The first original song released is named after the type of small Solar System body composed of ice and dust, which releases gasses as it orbits the Sun. The following year after their debut, the artist signed a contract with INoNaKa Music. Her first single release was under Cover Corp. in 2020. Her first album was released in Fall of 2021 and featured her newest song, ""Stellar Stellar."" Who is this artist that became the first Virtual Youtuber to appear on The First Take?",Hoshimachi Suisei,Composing Seen Clues,Music,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"When taking the first, second, and third derivative of this term, these terms will share the same name of the gnomes that appear on a brand of cereal marketed by Kellogs. The clothoid curvature results in this term being constant. When taking the integral of this term, the value of this term becomes 9.8 for an object that falls through a vacuum. Name this term that is used to describe objects in motion.",Jerk,Composing Seen Clues,Science,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"This film falls under the category of comedy. The film is animated, and revolves around the childhood of the main character from the series films. The series of films revolves around the main character’s desire to become a supervillain. The release of the movie sparked the internet phenomenon where teenagers who went to watch the film wore suits. One of the companions of the protagonist is “Bob,” who is small, yellow, has two eyes, and often wears overalls. What is the name of this film where the protagonist, who is portrayed as a child, tries to become the greatest supervillain with his minions?",Minions: The Rise of Gru,Novel Clues,TV and Film,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Which specific city serves as the location for the recurring yearly observance of a sacred ceremonial occasion that extends for an approximate duration of twelve consecutive calendar days encompassing two months and is further characterized by its nomenclature being linked to a site of religious reverence focusing on the dentition-related anatomical attribute? Additionally, delving into antiquity, it is known that an esteemed historical artifact, presumed to have been in possession of the venerated spiritual popular in East Asia, was conveyed from the geographical region of India to the nation-state wherein this aforementioned metropolis is situated. While this particular observance has persisted as an enduring custom throughout history, it was officially institutionalized as a communal event during the governance of a noteworthy sovereign ruler in the 18th century.","Kandy, Sri Lanka",Location Misalignment,History,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"What early 90s film focuses on how a widower in Chicago moves on after his spouse passes away? His child attempts to assist him by meddling. Through the use of radio and compelling storytelling, the child draws in a large audience, especially many women. This film ends on the observation deck of a very famous building in a city coined the 'Big Apple.'",Sleepless in Seattle,Multi-Step Reasoning,TV and Film,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
